ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
551,MD,Rockville,Montgomery,R400,Single Family 400,1,1
3471,NJ,Bridgewater township,Somerset County,R-40A,Single-Family Residential/Office Option,1,1
2998,NJ,Marlboro township,Monmouth,R-40AH,Residential District,1,1
3472,NJ,Bridgewater township,Somerset County,R-40B,Single-Family Residential/Residential Conversion Option,1,1
3473,NJ,Bridgewater township,Somerset County,R-40C,Single-Family Residential/Residential Conversion Option,1,1
2999,NJ,Marlboro township,Monmouth,R-40GAH,Residential District,1,1
3288,NJ,Hanover Township,Morris County,R-40N,Single Family Residence,1,1
2337,NJ,Bloomingdale Borough,Passaic County,R-40-TH,One-Family Residential and Townhouse,1,1
618,MD,Elkton,Cecil,R-1,Town Estate District,,98
1173,NJ,Dover Town,Morris County,R-3,Double-Family,,98
1215,NJ,Pompton Lakes Borough,Passaic County,R-1,Environmentally Sensitive,,98
1772,NJ,Alpha Borough,Warren County,R-3,Medium Density,,98
1927,NJ,North Bergen township,Hudson County,R-3,Moderate-density reidential,,98
2291,NJ,Jersey City,Hudson County,R-1,One and Two Family Housing,,98
3348,NJ,Ringwood Borough,Passaic County,R-40V,Single-Family,1,1
2785,NJ,Montville Township,Morris County,R-43,Residential,1,1
2325,NJ,Florham Park borough,Morris County,R-44,One-Family Residence Residential Zone,1,1
650,MD,Harford,Harford,R4CCRC,Urban Residential District Continuing Care Retirement Community,1,1
666,MD,Harford,Harford,R4COS,Urban Residential District with Conventional with Open Space (COS),1,1
658,MD,Harford,Harford,R4HFE,Urban Residential District Housing for the Elderly,1,1
662,MD,Harford,Harford,R4PRD,Urban Residential District Planned Residential Development ,1,1
2902,NJ,Pohatcong Township,Warren County,R-4V,Residential - High Density Village,1,1
2840,NJ,North Plainfield,Somerset County,R-5 -EXTRA,Residential,1,1
2760,NJ,Egg Harbor City,Atlantic County,R5(apt),Residential,1,1
2926,NJ,Lopatcong Township,Warren County,R-5/2,Residential (5 acre),1,1
3038,NJ,Mount Olive Township,Morris County,R-5/ML,Residential Multi-Family/Mt. Laurel,1,1
3373,NJ,Rockaway Township,Morris County,R-5_AC,Single-Family Detached Residential,1,1
3469,NJ,Long Beach,Ocean County,R-50A,Single-Family Residential Zone,1,1
3581,NJ,Fair Lawn,Bergen County,R-5-1,townhouse residential,1,1
1351,NJ,Alpha Borough,Warren County,R-4,High Density (1 Family),,62
1885,NJ,White Township,Warren County,R-4,Mobile Home District,,62
3582,NJ,Fair Lawn,Bergen County,R-5-2,townhouse residential,1,1
3589,NJ,Fair Lawn,Bergen County,R-5-3,townhouse residential with setaside,1,1
1491,NJ,Fair Lawn,Bergen County,R-5-4,inclusionary multifamily residential planned development,1,1
3361,NJ,New Brunswick,Middlesex County,R-5A (Single-family),Single-family and two-family residential,1,1
3362,NJ,New Brunswick,Middlesex County,R-5A (Two-family),Single-family and two-family residential,1,1
3363,NJ,New Brunswick,Middlesex County,R-5B (Single-Family),Single-family and two-family residential,1,1
3364,NJ,New Brunswick,Middlesex County,R-5B (Two-family),Single-family and two-family residential,1,1
3368,NJ,New Brunswick,Middlesex County,R-5C (ROWS-end unit),Single-family and two-family residential district,1,1
3367,NJ,New Brunswick,Middlesex County,R-5C (ROWS-inside unit),Single-family and two-family residential district,1,1
3365,NJ,New Brunswick,Middlesex County,R-5C (Single-family (detached)),Single-family and two-family residential district,1,1
3366,NJ,New Brunswick,Middlesex County,R-5C (Two-family (detached)),Single-family and two-family residential district,1,1
1352,NJ,Alpha Borough,Warren County,R-5,High Density (2 Family),,50
3170,NJ,Lebanon Township,Hunterdon County,R-5,Rural Agriculture,,50
3672,NJ,Washington Township,Morris County,R-5,Washington Township Conservation,,50
601,MD,Berlin,Worcester,B-1,Town Center District,,43
903,NJ,Bloomsbury Borough,Hunterdon County,B-1,Business,,43
943,NJ,Morris Plains Borough,Morris County,B-1,Business District,,43
960,NJ,Florham Park borough,Morris County,B-1,Business Zone,,43
963,NJ,Bogota,Bergen County,B-1,"business, retail",,43
985,NJ,Denville Township,Morris County,B-1,Central Business,,43
997,NJ,Metuchen borough,Middlesex County,B-1,Central Business District,,43
1151,NJ,Milford Borough,Hunterdon County,B-1,Corridor Business,,43
1181,NJ,Lakehurst,Ocean County,B-1,Downtown Business Zone,,43
1268,NJ,Alpha Borough,Warren County,B-1,General Business,,43
1297,NJ,Keansburg borough,Monmouth County,B-1,General Commercial Zone District,,43
1406,NJ,Washington Borough,Warren County,B-1,Highway Business District,,43
1419,NJ,Parsippany-Troy Hills Township,Morris County,B-1,Highway Commercial,,43
1451,NJ,Chester Borough,Morris County,B-1,Historic Business,,43
1466,NJ,Harding Township,Morris County,B-1,Historic Village Business,,43
1662,NJ,Roxbury Township,Morris County,B-1,Limited Business,,43
1742,NJ,Franklin Borough,Sussex County,B-1,Main Steet Retail,,43
2082,NJ,Lebanon Township,Hunterdon County,B-1,Neighborhood Business,,43
2099,NJ,Edgewater,Bergen County,B-1,neighborhood business district,,43
2105,NJ,Rahway,Union County,B-1,neighborhood business zone,,43
2175,NJ,Phillipsburg Town,Warren County,B-1,Office - General,,43
2526,NJ,Pohatcong Township,Warren County,B-1,Professional Office Business,,43
3121,NJ,Fair Lawn,Bergen County,B-1,restricted business,,43
3128,NJ,Bloomingdale Borough,Passaic County,B-1,Retail and General Commercial,,43
3130,NJ,Boonton Town,Morris County,B-1,Retail Business,,43
3137,NJ,Hopatcong Borough,Sussex County,B-1,Retail Business Zone,,43
36,MD,Charlestown,Cecil,C-1,Commercial,,38
39,MD,Oxford,Talbot,C-1,Commercial District,,38
1997,NJ,New Brunswick,Middlesex County,R-6 (Low-Rise Apartment),Multi-family residential,1,1
141,MD,Chestertown,Kent,C-1,general commercial district,,38
270,MD,Baltimore City,Baltimore,C-1,Neighborhood Business Zoning District,,38
937,NJ,Boonton Town,Morris County,C-1,"Business and Industry (40,000 SF)",,38
987,NJ,Linden,Union County,C-1,central business,,38
1002,NJ,Long Branch city,Monmouth,C-1,Central Commercial District,,38
1035,NJ,Cranford,Union County,C-1,commercial - 1 District,,38
1051,NJ,Manalapan township,Monmouth,C-1,Commercial - Regional Commercial Shopping Center,,38
1052,NJ,Clinton Township,Hunterdon County,C-1,Commercial 1,,38
1067,NJ,Hoboken,Hudson County,C-1,Commercial- Hoboken Terminal District ,,38
1096,NJ,Sparta,Sussex County,C-1,"Community Commercial -- 10,000 square foot lot ",,38
1097,NJ,Sparta Township,Sussex County,C-1,Community Commercial - 10000 SF,,38
1119,NJ,Mountain Lakes Borough,Morris County,C-1,Conservation,,38
1418,NJ,Morris Plains Borough,Morris County,C-1,Highway Commercial,,38
2083,NJ,Jefferson Township,Morris County,C-1,Neighborhood Business,,38
2103,NJ,Perth Amboy,Middlesex County,C-1,Neighborhood Business Zone,,38
2113,NJ,Pequannock Township,Morris County,C-1,Neighborhood Commercial,,38
2126,NJ,Newark,Essex County,C-1,Neighborhood Commercial ,,38
2134,NJ,Bayonne city,Hudson County,C-1,Neighborhood Commercial District,,38
2135,NJ,Elizabeth,Union County,C-1,neighborhood commercial zone,,38
2136,NJ,Middlesex County,South Brunswick township,C-1,Neighborhood commercial/professional office/local services,,38
2172,NJ,Kearny town,Hudson County,C-1,Office,,38
2179,NJ,Florham Park borough,Morris County,C-1,Office and manufacturing Zone,,38
3138,NJ,Dover Town,Morris County,C-1,Retail Commercial,,38
3264,NJ,Cliffside Park,Bergen County,C-1,service commercial zone,,38
3647,NJ,Franklin Township,Warren County,C-1,Village Commercial,,38
3649,NJ,Marlboro township,Monmouth,C-1,Village Commercial District,,38
1994,NJ,New Brunswick,Middlesex County,R-6 (Single-family),Multi-family residential,1,1
1996,NJ,New Brunswick,Middlesex County,R-6 (Townhouse),Multi-family residential,1,1
1995,NJ,New Brunswick,Middlesex County,R-6 (Two-family),Multi-family residential,1,1
906,NJ,Harding Township,Morris County,B-2,Business,,37
929,NJ,Bogota,Bergen County,B-2,business ,,37
931,NJ,Phillipsburg Town,Warren County,B-2,Business - General,,37
944,NJ,Morris Plains Borough,Morris County,B-2,Business District,,37
968,NJ,Pompton Lakes Borough,Passaic County,B-2,Businss/Professional Office,,37
988,NJ,Roselle Park,Union County,B-2,central business,,37
996,NJ,Washington Borough,Warren County,B-2,Central Business District,,37
1263,NJ,Fair Lawn,Bergen County,B-2,general business,,37
1277,NJ,South River borough,Middlesex County,B-2,General Business District,,37
1279,NJ,Rahway,Union County,B-2,General business zone,,37
1390,NJ,Bloomsbury Borough,Hunterdon County,B-2,Highway Business,,37
1408,NJ,Hardyston Township,Sussex County,B-2,Highway Business Service,,37
1410,NJ,Hopatcong Borough,Sussex County,B-2,Highway Business Zone,,37
1441,NJ,Parsippany-Troy Hills Township,Morris County,B-2,Highway Development,,37
1695,NJ,Oakland Borough,Bergen County,B-2,Local Business,,37
2091,NJ,Alpha Borough,Warren County,B-2,Neighborhood Business,,37
2101,NJ,Metuchen borough,Middlesex County,B-2,Neighborhood Business District,,37
2104,NJ,Chester Borough,Morris County,B-2,Neighborhood Business Zone,,37
2188,NJ,Liberty Township,Warren County,B-2,Office and Service,,37
2605,NJ,Randolph Township,Morris County,B-2,Regional Business,,37
3131,NJ,Boonton Town,Morris County,B-2,Retail Business,,37
1380,NJ,Woodbridge,Middlesex County,R-6/2F,High-Density Single-Family Residential Zone/ Two-Family Residential Zone,1,1
124,MD,Chestertown,Kent,C-2,downtown commercial district,,34
936,NJ,Boonton Town,Morris County,C-2,"Business and Industry (20,000 SF)",,34
1000,NJ,Perth Amboy,Middlesex County,C-2,Central Business Zone,,34
1020,NJ,Camden,Camden County,C-2,Commercial,,34
1036,NJ,Cranford,Union County,C-2,commercial - 2 district,,34
1038,NJ,Hoboken,Hudson County,C-2,Commercial - Central Business District,,34
1044,NJ,Manalapan township,Monmouth,C-2,Commercial - Neighborhood Shopping Center,,34
1053,NJ,Clinton Township,Hunterdon County,C-2,Commercial 2,,34
1062,NJ,Clinton Town,Hunterdon County,C-2,Commercial District,,34
1090,NJ,Newark,Essex County,C-2,Community Commercial,,34
1102,NJ,Bayonne city,Hudson County,C-2,Community Commercial District,,34
1106,NJ,Elizabeth,Union County,C-2,community commercial zone,,34
1120,NJ,Mountain Lakes Borough,Morris County,C-2,Conservation,,34
1269,NJ,Vernon Township,Sussex County,C-2,general business,,34
1280,NJ,Vernon Township,Sussex County,C-2,General Business/Shopping Center,,34
1282,NJ,Dover Town,Morris County,C-2,General Commercial,,34
1295,NJ,Cliffside Park,Bergen County,C-2,general commercial zone,,34
1317,NJ,Middlesex County,South Brunswick township,C-2,General retail commercial center,,34
1395,NJ,Jefferson Township,Morris County,C-2,Highway Business,,34
1420,NJ,Pequannock Township,Morris County,C-2,Highway Commercial,,34
2098,NJ,Kearny town,Hudson County,C-2,Neighborhood Business,,34
2131,NJ,Deptford township,Gloucester County,C-2,Neighborhood Commercial District,,34
2180,NJ,Florham Park borough,Morris County,C-2,Office and Manufacturing Zone,,34
2187,NJ,Sparta Township,Sussex County,C-2,Office and Service,,34
2190,NJ,Sparta,Sussex County,C-2,"Office and Service Zone - 20,000 sqft",,34
2537,NJ,Long Branch city,Monmouth,C-2,Professional Offices and Related Services,,34
2631,NJ,Bridgewater township,Somerset County,C-2,Regional Retail Business,,34
3594,NJ,Franklin Township,Warren County,C-2,Township Commercial,,34
552,MD,Rockville,Montgomery,R60,Single Family 60,1,1
2997,NJ,Marlboro township,Monmouth,R-60/15,Residential District,1,1
2995,NJ,Marlboro township,Monmouth,R-60/40,Residential District,1,1
693,NJ,Township of Warren,Somerset County,R-65,1.5 acre residential,1,1
694,NJ,Township of Warren,Somerset County,R-65/PAC,1.5 acre residential/planned adult community,1,1
695,NJ,Township of Warren,Somerset County,R-65/SC,1.5 acre residential/senior citizen/community business,1,1
636,MD,Chestertown,Kent,R-6,traditional neighborhood development,,28
717,NJ,Deptford township,Gloucester County,R6-A,Affordable High Density Residential District,1,1
3573,NJ,Chatham Township,Morris County,R-6A,Townhouse District,1,1
3574,NJ,Chatham Township,Morris County,R-6B,Townhouse District,1,1
2454,NJ,Middlesex County,Sayreville borough,R-7 (PRD),Planned Residential Development,1,1
749,NJ,Pompton Lakes Borough,Passaic County,R-10,Affordable Housing 3,,27
1496,NJ,Bogota,Bergen County,I,industrial,,27
1545,NJ,Jersey City,Hudson County,I,Industrial District,,27
1562,NJ,Secaucus town,Hudson County,I,Industrial Uses,,27
1573,NJ,Long Branch city,Monmouth,I,IndustrialResort Commercial,,27
1574,NJ,Independence Township,Warren County,I,Industry,,27
1582,NJ,Alexandria Township,Hunterdon County,I,Institutional,,27
1666,NJ,Morris Plains Borough,Morris County,I,Limited Industrial,,27
355,MD,Carroll,Carroll,"R-7,500","Residence, Multi-Family District",1,1
2885,NJ,Lakewood Township,Ocean,R7.5,Residential,1,1
865,NJ,Roselle Park,Union County,B-3,arterial business,,24
902,NJ,Fair Lawn,Bergen County,B-3,business,,24
942,NJ,Hopatcong Borough,Sussex County,B-3,Business Commercial Zone,,24
945,NJ,Morris Plains Borough,Morris County,B-3,Business District,,24
961,NJ,Liberty Township,Warren County,B-3,"Business, Nonretail",,24
962,NJ,Bogota,Bergen County,B-3,"business, office",,24
1265,NJ,Denville Township,Morris County,B-3,General Business,,24
1402,NJ,Pohatcong Township,Warren County,B-3,Highway Business,,24
1411,NJ,Rahway,Union County,B-3,highway business zone,,24
1435,NJ,Keansburg borough,Monmouth County,B-3,Highway Commercial Zone District,,24
1698,NJ,Parsippany-Troy Hills Township,Morris County,B-3,Local Business,,24
2081,NJ,Oakland Borough,Bergen County,B-3,Neighborhood Business,,24
2173,NJ,Phillipsburg Town,Warren County,B-3,Office - Central Business District,,24
2223,NJ,Metuchen borough,Middlesex County,B-3,Office Business District,,24
2403,NJ,Randolph Township,Morris County,B-3,Planned Business Center,,24
2485,NJ,Roxbury Township,Morris County,B-3,Planned Shopping Center,,24
2529,NJ,Alpha Borough,Warren County,B-3,Professional Office/High Density (1 Family),,24
2616,NJ,Chester Borough,Morris County,B-3,Regional Commercial Zone,,24
3266,NJ,Boonton Town,Morris County,B-3,Shopping Center,,24
3677,NJ,Edgewater,Bergen County,B-3,waterfront commercial district,,24
3463,NJ,Brick,Ocean County,R-7.5 ,Single-Family Residential Zone,1,1
37,MD,Oakland County seat,Garrett,C,Commercial,,23
38,MD,Mountain Lake Park,Garrett,C,Commercial ,,23
40,MD,Chesapeake Beach,Calvert,C,Commercial District ,,23
488,MD,Calvert,Calvert,R-7_5,Residential; No zoning data but significant in parcel data,1,1
3329,NJ,Hazlet,Monmouth County,R-70,Single Family Residential District,1,1
932,NJ,Belvidere Town,Warren County,C,Business - General and Commercial,,23
977,NJ,Union,Union County,C,cemetery,,23
981,NJ,Jersey City,Hudson County,C,Cemetery District ,,23
1065,NJ,Pennsville,Salem County,C,Commercial District,,23
1077,NJ,Secaucus town,Hudson County,C,Commercial Uses,,23
1117,NJ,Oakland Borough,Bergen County,C,Conservation,,23
1296,NJ,Long Beach,Ocean County,C,General Commercial Zone,,23
553,MD,Rockville,Montgomery,R75,Single Family 75,1,1
398,MD,Easton,Talbot,R-7A,Residential District,1,1
1577,NJ,Middlesex County,Sayreville borough,R-7B,Infill Overlay Residential Zone,1,1
491,MD,Chesapeake City,Cecil,RC,Resource Conservation,,22
501,MD,Cambridge,Dorchester,RC,Resource Conservation (RC),,22
502,MD,Dorchester,Dorchester,RC,Resource Conservation District,,22
504,MD,Chesapeake Beach,Calvert,RC,Resource Conservation District ,,22
518,MD,Kent,Kent,RC,Rural Character,,22
519,MD,Montgomery,Montgomery,RC,Rural Cluster,,22
521,MD,Charles,Charles,RC,Rural Conservation,,22
2617,NJ,Elizabeth,Union County,RC,regional commercial zone,,22
3124,NJ,Kinnelon Borough,Morris County,RC,Restricted Commercial,,22
3146,NJ,Millville,Cumberland County,RC,River Conservation District,,22
142,MD,Baltimore City,Baltimore,C-3,General Commercial Zoning District,,21
272,MD,Chestertown,Kent,C-3,neighborhood commercial district,,21
598,MD,Rock Hall,Kent,C-3,Town Center Commercial District,,21
1003,NJ,Elizabeth,Union County,C-3,central commercial zone ,,21
1021,NJ,Camden,Camden County,C-3,Commercial,,21
1037,NJ,Cranford,Union County,C-3,commercial - 3 district,,21
1040,NJ,Manalapan township,Monmouth,C-3,Commercial - General Commercial,,21
1043,NJ,Hoboken,Hudson County,C-3,Commercial - Neighborhood Business District ,,21
1061,NJ,Clinton Town,Hunterdon County,C-3,Commercial District,,21
1089,NJ,Kearny town,Hudson County,C-3,Community Business,,21
1101,NJ,Marlboro township,Monmouth,C-3,Community Commercial District,,21
1429,NJ,Middlesex County,South Brunswick township,C-3,Highway commercial,,21
1645,NJ,Dover Town,Morris County,C-3,Light Industrial-Commercial,,21
2174,NJ,Vernon Township,Sussex County,C-3,office - commercial,,21
2189,NJ,Bridgewater township,Somerset County,C-3,Office and Service,,21
2242,NJ,Vernon Township,Sussex County,C-3,Office Professional,,21
2275,NJ,Florham Park borough,Morris County,C-3,"Office, Research and Laboratory Zone",,21
2611,NJ,Newark,Essex County,C-3,Regional Commercial,,21
3125,NJ,Township of North Brunswick,Middlesex County,C-3,restricted neighborhood commercial,,21
544,MD,Deep Creek Lake,Garrett,RR,Rural Resource,,20
460,MD,La Plata,Charles,R8,"Residential Zone - 8,000 sqft",1,1
2861,NJ,Middlesex County,Old Bridge township,R80,Residential,1,1
3070,NJ,Freehold Township,Monmouth County,R-80 (Planned adult community),Residential Zone,1,1
